station,lat,long
Furtweg,53.605957,9.899078
Schlankreye (DKH),53.572198,9.970428
860083,53.631117,9.896453
860084,53.630932,9.894726
Rosenbrook,53.604352,9.985276
"Geesthacht, Hafenbrücke",53.430174,10.368458
"Dassendorf, Amt Hohe Elbgeest",53.489206,10.361861
"Dassendorf, Sperberweg",53.489848,10.363087
Rahlstedt Center,53.604266,10.158345
"Quickborn-Heide, An der Schmiede",53.750428,9.933224
"Quickborn-Heide, Friedrichsgaber Straße (West)",53.751735,9.932798
"Quickborn-Heide, Lerchenweg",53.753532,9.939615
"Quickborn-Heide, Heideweg",53.748563,9.963364
"Quickborn-Heide, Waldschule",53.753837,9.962363
"Quickborn, Schuldorf",53.731927,9.901735
"Quickborn-Heide, Kiefernhain",53.752121,9.96675
430042,53.414615,9.984206
430043,53.415922,9.983679
"Barsbüttel, Kiebitzhörn (Ost)",53.572969,10.193071
"Garstedt, Niendorfer Straße (Mitte)",53.663366,9.975533
"Garstedt, Nordportbogen (West)",53.660755,9.970677
"Garstedt, Nordportbogen (Ost)",53.660677,9.978058
Anton-Rée-Schule,53.482397,10.174588
Hans-Dewitz-Ring,53.461802,9.94478
Nordmarkstraße,53.582145,10.110855
Goethestraße,53.551993,9.940054
U Sengelmannstraße,53.608993,10.022159
S Hamburg Airport,53.632687,10.006273
Am Schleusengraben,53.477508,10.20625
Dradenauer Deichweg,53.511276,9.900523
Hafenbahnhof Alte Süderelbe,53.502589,9.907467
Am Rosengarten,53.526716,9.822965
"Ahrensburg, Brombeerweg",53.640267,10.212177
"Ahrensburg, Waldemar-Bonsels-Weg",53.672485,10.21967
"Neuengörs, Schule",53.898376,10.38436
"Wakendorf I, Abzw. Lohsack",53.874178,10.335269
"Bühnsdorf, Neuengörser Straße",53.888342,10.380971
"Rümpel, Wiesenstraße",53.782221,10.344953
Heidrand,53.464799,9.865884
Störtebekerweg,53.469587,9.863648
320151,53.596171,10.223164
320152,53.595955,10.223248
HBF/Steintordamm,53.552004,10.007723
Heykenauweg (Nord),53.481433,9.9045
Breslauer Straße,53.520392,9.95887
"Harksheide, Falkenbergschulen",53.701678,10.010369
"Harksheide, Fadens Tannen",53.703456,10.007307
Eichwischen,53.61442,10.171195
"Grönwohld, Drahtmühle",53.635752,10.393325
"Oetjendorf, Auf der Horst",53.673579,10.33032
"Oetjendorf, Eichenweg",53.678397,10.338251
"Oetjendorf, Fürstenhorst",53.673092,10.352913
"Oetjendorf, Fürstenkaten",53.664681,10.359316
"Lütjensee, Heierkoppel",53.656653,10.366757
Stillhorner Weg,53.478109,10.033981
Am Genter Ufer,53.515526,9.895864
"Ahrensburg, Bornkampsweg (Ost)",53.660033,10.213259
"Wulfsdorf, Allmende",53.660838,10.196672
Magellan-Terrassen,53.542449,9.99325
Rüstweg,53.417231,9.982942
Großmoorbogen (Neuländer See),53.46066,10.010761
Neuland,53.462892,10.003888
Neuenfelder Kirche,53.524007,9.810382
Westerweiden (AIRBUS),53.529407,9.841656
Lohkampstraße 45,53.609938,9.898996
Niekampsweg,53.61115,9.895471
Redingskamp,53.612448,9.891358
Jaarsmoor,53.608866,9.89089
Moorfleet (Châu-und-Lân-Straße),53.512486,10.08868
Gewerbegebiet Moorfleet,53.502416,10.090985
Reinskamp,53.543728,10.127514
Schleemer Weg (Nord),53.542478,10.115171
Liebezeitstraße,53.542787,10.118648
"Garstedt, Nordport (Süd)",53.659566,9.982026
"Schmalfeld, Kamper Straße",53.862842,9.974745
Altenwerder Hauptstraße (Süd),53.498914,9.919158
Am Altenwerder Kirchtal,53.507028,9.921534
"Garstedt, Hainholz",53.715264,9.985565
"Friedrichsgabe, Syltkuhlen",53.717622,9.98506
"Rellingen, Rathaus",53.65135,9.829445
"Rellingen, Theodor-Storm-Straße",53.660701,9.831096
"Rellingen, Voßmoorweg (Nord)",53.665817,9.830622
Eddelbüttelkamp,53.43919,9.965496
"Grande, Lauenburger Straße",53.579763,10.388613
Hermann-Balk-Straße,53.62416,10.140555
AK Harburg,53.459207,9.951332
Mannesallee,53.514465,9.987138
"Groß Niendorf, Dorfstraße",53.84961,10.243523
Bf. Bargteheide,53.728296,10.268636
"Quickborn, Kirche",53.731316,9.896903
"Quickborn, Dorotheenplatz",53.730864,9.900848
"Timmerhorn, Op'n Sand",53.712761,10.220139
"Ammersbek, Tannenkoppelweg",53.710901,10.216616
"Ammersbek, Schäferdresch",53.708137,10.211395
"Ammersbek, Bramkampredder",53.704912,10.205833
"Ammersbek, Hunnau",53.700508,10.191362
"Ammersbek, Laberg",53.698121,10.183815
"Ammersbek, Bünningstedter Feldweg",53.709539,10.223362
Lemsahler Dorfstraße,53.685812,10.102806
Madacker,53.686933,10.107891
Sarenweg,53.683506,10.116005
Beerbuschredder,53.677258,10.119214
Twietenkoppel,53.67262,10.122314
"Timmerhorn, Parkring",53.711766,10.223442
"Bargteheide, Am Markt",53.729236,10.260528
"Bargteheide, Rathaus",53.729903,10.267109
"Bargteheide, Kirche",53.728706,10.256178
"Bargteheide, Friedhof",53.726259,10.247923
"Ammersbek, Alter Teichweg",53.710678,10.217428
"Egenbüttel, Am Gedenkstein",53.65226,9.848247
"Rellingen, Caspar-Voght-Schule",53.648149,9.851446
"Rellingen, Moorkampsweg",53.645811,9.847921
"Rellingen, Mühlenstraße",53.644285,9.841449
"Rellingen, Friedhof",53.650178,9.832643
"Egenbüttel, Schulweg",53.649323,9.85826
"Ellerbek, Dubenhorst",53.658814,9.873928
"Bönningstedt, Schule Rugenbergen",53.663202,9.902641
A Bönningstedt,53.664456,9.909067
"Bönningstedt, Dammfelder Weg",53.664066,9.920133
"Garstedt, Ohlenhoff",53.67426,9.965162
"Ellerbek, Königsberger Straße",53.648181,9.898676
Kreuzfahrtterminal Altona,53.544554,9.936138
Barmbek,53.587093,10.044297
Hamburg Airport (Flughafen),53.632486,10.006703
Röntgenstraße,53.62317,10.011862
"Aumühle, Ernst-Anton-Straße",53.523336,10.319287
Am Altenwerder Kirchtal (Süd),53.503917,9.921828
Altenwerder Hauptstraße (Mitte),53.500379,9.921495
"Glinde, Olande",53.544559,10.223922
"Garstedt, Südportal",53.654366,9.983962
"Stellau, Huuskoppel",53.591094,10.231052
S Poppenbüttel (Wentzelplatz),53.651991,10.092984
Duvenstedter Triftweg,53.706176,10.116983
Trilluper Weg,53.707562,10.109993
Hemmingstedter Weg,53.566358,9.866253
Fabrik,53.556476,9.92949
Friedhof Finkenriek (Eingang),53.47545,10.00429
"Ahrensburg, Theodor-Storm-Stieg",53.666973,10.222417
"Ahrensburg, Am Hopfenbach",53.678455,10.254893
Bf. Gartenholz,53.68801,10.252014
"Ahrensburg, Weizenkoppel",53.679978,10.253637
A Ulzburg Süd,53.773764,9.973379
"Reinbek, Senefelder Ring",53.532898,10.237673
Sachsenstraße,53.546438,10.027393
"Aumühle, Rehkoppel",53.521343,10.323975
"Aumühle, Augustinum",53.530523,10.310372
"Ulzburg-Süd, Kranichstraße",53.774797,9.977506
"Bad Oldesloe, Am Steinfelder Redder",53.814406,10.392977
"Aumühle, Sachsenwaldstraße",53.525041,10.31539
"Dassendorf, Am Friedhof",53.493752,10.361962
Auenstraße,53.572364,10.050682
Kantstraße,53.569612,10.053014
Hasencleverstraße,53.55127,10.088469
Vierbergen,53.546297,10.092852
Sonnenweg (Mitte),53.590204,10.12339
Gyula-Trebitsch-Schule,53.594298,10.121852
Friedrich-Ebert-Damm (Nord),53.599821,10.114536
Eckerwiese,53.599168,10.108401
Am Dornberg,53.601713,10.108181
Stückenstraße (Schön Klinik),53.57942,10.049423
Holsteinischer Kamp,53.575237,10.048987
Grenzacker,53.620171,9.893108
Jungestraße,53.556349,10.028359
"Kuddewörde, Gemeindezentrum",53.58151,10.395194
Porgesring,53.521512,10.098064
Sander Markt,53.492652,10.208594
Herthastraße,53.610994,10.073807
Osakaallee (Überseequartier),53.542473,9.999013
Kirchlinden,53.541668,10.101799
Händelstraße,53.562238,9.905756
U Fuhlsbüttel Nord,53.640135,10.017106
Ohkamp,53.638209,10.023773
Lentersweg,53.639201,10.02859
Bf. Bergedorf,53.489597,10.206589
Alte Holstenstraße,53.490536,10.208172
Am Bergedorfer Hafen,53.48812,10.207139
"Pinneberg, Wedeler Weg (Süd)",53.64709,9.773227
"Hoffnung, In de Möschen",53.786069,9.877756
"Norderstedt, Stadtpark",53.711739,10.018016
Gymnasium Marienthal,53.566636,10.106946
Heselstücken,53.619053,9.999204
"Ahrensburg, Friedhof",53.660418,10.208929
"Wulfsdorf, Feuerwache",53.660862,10.19873
"Quickborn, Am Mühlenberg",53.733504,9.89395
Überseequartier,53.540473,9.998453
HafenCity Universität,53.54055,10.007581
"Escheburg, Kiehnwiese",53.462266,10.316248
"Voßmoor, Escheburger Weg",53.450228,10.311901
"Voßmoor, Kiefernweg",53.444369,10.30862
"Voßmoor, Brombeerweg",53.44931,10.30379
"Voßmoor, Am Knollgraben",53.451282,10.307538
Deepenbrook (Möbel Höffner),53.621108,9.908286
Ratsmühlendamm,53.626918,10.012768
Gewerbegebiet Obergeorgswerder,53.508977,10.048042
"Ehlersberg, Rader Weg",53.752558,10.137029
"Wilstedt, Badesee Costa Kiesa",53.735017,10.041341
Singapurstraße,53.543592,9.995922
Billhorner Röhrendamm,53.537709,10.030848
Veddeler Marktplatz,53.529672,10.024032
Zweibrückenstraße,53.533595,10.027671
Langenrehm,53.582872,10.047198
U S Barmbek,53.586819,10.044895
Osterbrookplatz,53.547108,10.057645
Beutnerring (Kehre),53.443634,9.953738
Pflegezentrum Holstenhof,53.567988,10.122891
430025,53.427058,9.95794
"Beckedorf, Beckedorfer Bogen",53.424901,9.956853
"Beckedorf, Gewerbegebiet",53.420541,9.955943
"Geesthacht, Borgfelder Stieg",53.439454,10.398133
"Geesthacht, St. Petri Kirche",53.436981,10.393703
"Geesthacht, Am Hang",53.436956,10.395809
"Geesthacht, Vierlander Straße (Kehre)",53.436566,10.329222
"Schönningstedt, Feuerwehr",53.531424,10.260056
"Ohe, Kirche",53.545287,10.276339
Lohkamp,53.531405,10.122224
"Bad Oldesloe, Gartenstraße",53.814356,10.385733
"Bad Oldesloe, Travenhöhe",53.812359,10.385925
"Bad Oldesloe, Meddelskamp",53.803347,10.362373
"Todendorf, Hauptstraße",53.696154,10.350095
"Geesthacht, Wandsbeker Ring",53.438955,10.395453
430033,53.426984,9.958164
Neurahlstedter Graben,53.610429,10.177733
Brandstwiete,53.547081,9.997025
"Bad Oldesloe, Am Steinf. Redder (M)",53.8188,10.396873
"Bad Oldesloe, F.-D.-Hagelstein-Weg",53.818295,10.393956
Rehkoppel,53.560342,10.119957
Rispengrasweg,53.560813,10.126278
Fuchsbergweg,53.562953,10.132704
Hans-Rubbert-Straße,53.565062,10.133032
Sandkrugweg,53.625346,9.891932
Puckholm,53.627317,9.889178
"Rellingen, Büntloh",53.65857,9.832642
U Überseequartier,53.540584,9.997098
Am Kaiserkai (Elbphilharmonie),53.542733,9.985621
Am Sandtorkai,53.543161,9.991803
Große Elbstraße,53.544341,9.942636
Pepermölenbek,53.547415,9.953883
Bernhard-Nocht-Straße,53.547082,9.962838
Repsoldstraße,53.548223,10.015081
Albertstraße,53.548818,10.018973
S Hammerbrook (Nord),53.547832,10.022977
Paulinenstraße,53.554832,9.964613
Auf dem Sande (Speicherstadt),53.544083,9.99018
Hafen Harburg,53.465631,9.980342
Harburger Schloßstraße,53.465587,9.983473
Kanalplatz,53.466406,9.985434
Blohmstraße,53.46718,9.982004
Inselpark,53.497196,10.004072
"Geesthacht, Am Haferberg",53.437766,10.390373
"Tangstedt (PI), Jacob-Behrmann-Weg",53.677733,9.859655
"Wakendorf I, Bahrenhofer Straße",53.868138,10.364129
Heykenstieg,53.481944,9.905731
Otto-Hahn-Schule Jenfeld,53.578918,10.128239
Brunnenstieg,53.533832,9.869887
"Glinde, Am Sportplatz",53.543504,10.217224
Eversween (Süd),53.484023,9.979425
Eversween (Mitte),53.489421,9.97851
Eversween (Nord),53.49889,9.974824
Rethebrücke (Süd),53.502177,9.967968
"Bad Oldesloe, Else-Wex-Ring",53.816136,10.398744
Worthdamm (Süd),53.527781,9.980646
Afrikastraße,53.527393,9.990605
Indiastraße,53.526701,9.994947
Dessauer Straße,53.523566,10.00671
S Veddel (Westseite),53.523055,10.011833
Freihafenelbbrücke (Süd),53.530497,10.019388
Arningstraße (Fähre),53.537426,9.98458
Vogelreth,53.532713,9.981861
Worthdamm,53.528924,9.981442
Kamerunweg,53.527477,9.985842
Sachsenbrücke,53.527032,10.016429
Bundesstraße,53.569583,9.974866
"Tangstedt (OD), Eichholzkoppel",53.732567,10.093499
"Pölitz, Herrenhof",53.765023,10.384425
Wehrdeich,53.486622,10.189033
U Feldstraße,53.557346,9.969228
Neuer Pferdemarkt,53.558292,9.963424
Parkallee,53.572567,9.983615
Dragonerstall,53.555649,9.983389
Rathausmarkt (Petrikirche),53.55012,9.995617
Kamerunweg (Kehre),53.530927,9.985998
Friedhof Nienstedten,53.555454,9.843109
Nienstedtener Marktplatz,53.55441,9.844597
S Klein Flottbek,53.558467,9.86164
Holztwiete,53.547145,9.874038
Emkendorfstraße,53.554858,9.890951
S Othmarschen,53.55871,9.887345
Böcklinstraße,53.562898,9.887206
Ebertallee,53.567451,9.888781
Zum Hünengrab (DESY),53.572151,9.881422
Trabrennbahn Bahrenfeld,53.573813,9.892311
Reventlowstraße,53.551582,9.890339
Bernadottestraße,53.549066,9.89004
August-Kirch-Straße,53.571509,9.897591
Silcherstraße,53.568954,9.902865
Von-Sauer-Straße,53.565368,9.912358
Bornkampsweg,53.563954,9.919919
Schützenstraße (Mitte),53.563479,9.92901
Rothestraße,53.547724,9.929419
Fischers Allee,53.548385,9.92183
Hohenzollernring,53.548643,9.916313
Philosophenweg,53.549338,9.90892
Wrangelpark,53.549727,9.902667
Ernst-August-Straße,53.549622,9.898667
Agathe-Lasch-Weg,53.552677,9.893933
Parkstraße,53.553026,9.88202
Hochrad,53.553862,9.875776
Langkamp,53.563405,9.865861
Holstenkamp (West),53.573205,9.908587
Windmühlenweg,53.571147,9.870035
Groß Flottbeker Straße,53.569258,9.878856
Knabeweg,53.571914,9.855845
Flurkamp,53.572919,9.864817
Regerstraße (Ost),53.571179,9.916302
Friedhof Holstenkamp,53.571955,9.912274
Röpers Weide,53.557173,9.893455
Celsiusweg,53.561788,9.923374
Stutsmoor,53.572731,9.886823
Flottbeker Drift,53.571117,9.876646
Leverkusenstraße,53.565284,9.925684
Pflegezentrum Lutherpark,53.572782,9.906313
Baron-Voght-Straße (Mitte),53.557444,9.86506
"Wedel, Feldstraße",53.576482,9.72186
"Wedel, Kronskamp",53.580647,9.722535
"Wedel, Croningstraße",53.582432,9.726144
"Wedel, Industriestraße (Nord)",53.581724,9.733168
"Wedel, Fachhochschule",53.577586,9.732447
"Wedel, Tinsdaler Weg",53.572234,9.730558
"Wedel, Grenzweg",53.57009,9.734325
Tinsdaler Heideweg,53.57137,9.742423
Düpenautal,53.568479,9.834583
Fruteweg,53.571399,9.750681
Wittenbergener Weg (Mitte),53.577255,9.758227
Herwigredder,53.57676,9.76539
Sülldorfer Brooksweg,53.577314,9.768555
Haus Rissen,53.576982,9.774075
Anne-Frank-Straße,53.570513,9.789233
Krähenhorst,53.568369,9.792664
Karstenstraße,53.565427,9.801439
Tietzestraße,53.567035,9.83303
Am Isfeld,53.571564,9.840637
Schulauer Moorweg,53.58504,9.740367
Reinheimerweg,53.58304,9.81435
Grimmstraße,53.58054,9.813456
Musäusstraße,53.580204,9.816591
S Iserbrook,53.577364,9.81409
Sülldorfer Landstraße,53.576923,9.823261
Holtbarg,53.583704,9.822487
Rupertistraße (Mitte),53.557225,9.837923
Stauffenbergstraße,53.560153,9.832865
Björnsonweg,53.566173,9.793227
Krankenhaus Tabea,53.565403,9.790088
Lichtheimweg,53.566039,9.783565
Falkenstein,53.566813,9.779338
Grotefendweg,53.566571,9.827391
Darbovenstieg,53.572234,9.824422
Isfeldstraße,53.574092,9.836385
Heerbrook,53.579815,9.830036
Schenefelder Holt,53.582957,9.829116
Wulfsdal,53.570194,9.808759
Blankeneser Friedhof,53.576508,9.802358
S Sülldorf,53.579559,9.797645
Sieversstücken,53.580643,9.787308
Am Botterbarg,53.574785,9.834949
Rissener Busch,53.579785,9.765777
Rissener Dorfstraße,53.582238,9.754512
Oesterleystraße,53.561342,9.811594
Auguste-Baur-Straße,53.559263,9.81338
Strandtreppe,53.558407,9.811145
Beckers Treppe,53.558346,9.808186
Charitas-Bischoff-Treppe,53.559184,9.805109
Kahlkamp,53.560183,9.803618
Krögers Treppe (Fischerhaus),53.558406,9.803313
Blankenese (Fähre),53.557036,9.80383
Krumdal,53.558085,9.797557
Falkentaler Weg,53.559205,9.792553
Elbhöhenweg,53.561848,9.792361
Waseberg,53.561848,9.797749
Richard-Dehmel-Straße,53.56273,9.798898
Wilmans Park,53.563152,9.804354
Kirschtenstraße,53.562485,9.807269
Godeffroystraße,53.560484,9.818836
Gätgensstraße,53.559877,9.822145
Am Hirschpark,53.556585,9.821251
Elbuferweg,53.554371,9.820619
Tinsdaler Kirchenweg,53.571201,9.757802
"Wedel, Rissener Straße (Ost)",53.584232,9.727005
Ginsterstieg,53.573261,9.757552
S Rissen,53.582462,9.758834
Suurheid,53.582849,9.76855
Klövensteenweg (Süd),53.582482,9.764195
Schule Marschweg,53.584982,9.761084
Bahnübergang Sieversstücken,53.581268,9.785175
Asklepios Westklinikum (Ost),53.581988,9.782154
Asklepios Westklinikum (Mitte),53.582657,9.778905
Asklepios Westklinikum (West),53.582296,9.773598
Gorch-Fock-Schule,53.562926,9.801859
Grotiusweg (Mitte),53.569624,9.765563
Wittenbergener Weg (Nord),53.580948,9.758233
Kamerstücken,53.58207,9.811659
Op'n Hainholt,53.580709,9.811044
Domizil Am Hirschpark,53.561209,9.82709
"Schenefeld, Parkstieg",53.599565,9.844078
Luruper Chaussee (DESY),53.576787,9.888675
"Schenefeld, Aneken",53.591512,9.82507
Sandort,53.5754,9.847054
Langbargheide (Süd),53.59312,9.892597
Stadionstraße,53.580845,9.884336
Tannenberg,53.584431,9.88056
Farnhornweg,53.593276,9.882557
Lüdersring,53.596896,9.885125
Langbargheide (Nord),53.599135,9.887271
Fangdieckstraße,53.601401,9.889449
Katzbachstraße,53.601141,9.884503
Franzosenkoppel,53.600948,9.881478
Baumläuferweg,53.604679,9.876253
Weistritzstraße,53.606763,9.871507
Neißestraße,53.607099,9.864806
"Schenefeld, Gorch-Fock-Straße",53.607707,9.854016
"Schenefeld, Kreuzweg",53.608178,9.847106
"Schenefeld, Lindenallee",53.608482,9.840978
"Schenefeld, Jahnstraße",53.604817,9.843413
"Schenefeld, Schenefelder Platz",53.598644,9.84974
Engelbrechtweg,53.598121,9.855091
Trebelstraße,53.598481,9.861171
Recknitzstraße,53.599422,9.867836
Jevenstedter Straße,53.600531,9.874672
Luckmoor,53.596812,9.865895
Flurstraße (Nord),53.593121,9.870531
Eckhoffplatz (Lurup Center),53.591262,9.872895
Rugenbarg (Nord),53.588037,9.876467
Kressenweg,53.586563,9.872888
Flurstraße/Rugenbarg,53.584265,9.866423
Achtern Styg,53.58181,9.866645
Geranienweg,53.578343,9.864037
"Schenefeld, Dorfplatz",53.600481,9.824731
Blomkamp,53.577154,9.859393
Rugenfeld,53.579114,9.851703
Immenbusch,53.584092,9.852996
Achtern Born,53.587587,9.851707
Böttcherkamp,53.592881,9.85275
"Schenefeld, Stadtzentrum",53.600947,9.836644
"Schenefeld, Borgfelde",53.599899,9.82975
"Schenefeld, Op de Gehren",53.596204,9.82214
"Schenefeld, Uetersener Weg",53.603739,9.817422
"Halstenbek, Dockenhudener Chaussee",53.614069,9.816595
"Halstenbek, Brander Hof",53.61687,9.818205
"Halstenbek, Nienhöfen",53.619956,9.809696
"Waldenau, Op de Wisch",53.621539,9.800145
Grubenstieg,53.582459,9.857674
"Waldenau, Datumer Chaussee",53.622005,9.798944
"Schenefeld, Wachtelweg",53.596062,9.83617
"Schenefeld, Hasselbinnen",53.592784,9.83464
"Schenefeld, Busbetriebshof",53.591591,9.830478
Vorhornweg,53.592499,9.881891
"Schenefeld, Moorweg",53.602144,9.846502
"Schenefeld, Achterndiek",53.606429,9.829954
Feldrosenweg,53.61393,9.88533
Jasminweg,53.614842,9.879924
Burbekstraße,53.616173,9.874829
S Krupunder,53.616456,9.867264
Halstenbeker Stieg,53.6167,9.89107
Mergenthalerweg,53.613594,9.895538
Bernstorffstraße,53.5604,9.959307
Sternbrücke,53.560952,9.954339
Schulterblatt,53.563984,9.96055
Weidenallee,53.565207,9.964925
Schnackenburgallee,53.591872,9.905695
Hellgrundweg (Arenen),53.592672,9.899671
"Wedel, Pulverstraße",53.571928,9.718748
"Wedel, Hans-Böckler-Platz",53.570511,9.713757
"Wedel, Ernst-Barlach-Schule",53.5759,9.712595
"Wedel, Müllerkamp",53.579418,9.712819
"Wedel, Rissener Straße",53.582357,9.713031
"Wedel, Markt",53.58432,9.700234
"Wedel, Pinneberger Straße",53.58701,9.705791
"Wedel, Autal",53.589955,9.710672
"Wedel, Egenbüttelweg",53.59098,9.716564
"Wedel, Otto-Hahn-Straße",53.590788,9.72458
"Wedel, Hasenkamp",53.592981,9.728968
"Wedel, Einsteinstraße",53.596149,9.728161
"Wedel, Moorweg",53.593845,9.722835
"Wedel, Rebhuhnweg",53.592424,9.717012
"Wedel, Breiter Weg",53.590427,9.7084
"Wedel, Schlödelsweg",53.593985,9.708459
"Wedel, Fährenkamp",53.612876,9.71828
"Waldenau, Markt",53.620677,9.794748
Modering,53.637895,9.920924
IKEA Schnelsen,53.647678,9.927005
Wietersheim,53.624876,9.898316
Wogenmannsburg,53.625956,9.902904
Behrmannplatz,53.599213,9.957543
Offakamp,53.598445,9.97254
Wagrierweg,53.639171,9.941651
Nedderfeld Center,53.601733,9.973734
Jägerlauf,53.603066,9.967843
Vielohweg (West),53.639226,9.924219
Großer Ring,53.640761,9.925583
Wunderbrunnen,53.646707,9.927074
"Elmshorn, Probstendamm",53.752702,9.655386
"Tornesch, Hypatia-Straße",53.712396,9.770033
"Tornesch, Asperhorner Weg",53.714364,9.764358
"Halstenbek, Friedenstraße",53.636536,9.838059
"Halstenbek, Königstraße",53.636451,9.842502
"Halstenbek, Witt Lönn",53.634507,9.850551
"Halstenbek, Ludwig-Meyn-Straße",53.632847,9.855265
"Halstenbek, Industriestraße (Wohnmeile)",53.630347,9.86312
"Halstenbek, Seemoorweg",53.629121,9.866179
"Rellingen, Krupunder Ring",53.630676,9.874676
"Rellingen, Siemensstraße",53.628934,9.879522
"Rellingen, Adlerstraße",53.62751,9.883695
Schnelsener Weg,53.621592,9.885717
S Halstenbek,53.631314,9.838363
"Halstenbek, Im Wiesengrund",53.62765,9.834255
"Halstenbek, Japanische Schule",53.626207,9.832398
"Ellerhoop, Arboretum",53.716314,9.765833
"Pinneberg, Vogt-Ramcke-Straße",53.644507,9.809229
S Thesdorf,53.644644,9.812921
"Pinneberg, Großer Reitweg",53.64478,9.804698
"Pinneberg, An der Raa",53.644842,9.795475
"Pinneberg, Helene-Lange-Schule",53.657875,9.785253
"Pinneberg, Jansenallee",53.654373,9.783479
"Pinneberg, Danziger Straße",53.648956,9.782063
"Pinneberg, Kiebitzgrund",53.647809,9.788317
"Pinneberg, Schopenhauerstraße",53.645811,9.791592
"Pinneberg, Pestalozzistraße",53.639646,9.803814
"Pinneberg, Hogenkamp",53.634817,9.799111
"Pinneberg, Schulenhörn",53.668982,9.786337
"Pinneberg, Berliner Straße",53.66995,9.790789
"Pinneberg, Peinerweg",53.664928,9.792041
"Kummerfeld, Wiesengrund",53.684756,9.792474
"Kummerfeld, Pflegeheim",53.687843,9.791699
"Kummerfeld, Bornbarg (Süd)",53.691981,9.79096
"Kummerfeld, Dorfstraße (Nord)",53.701703,9.788174
"Ellerhoop, Rugenranzel",53.708566,9.780079
"Ellerhoop, Oha",53.722818,9.761694
"Ellerhoop, Thiensener Weg",53.728764,9.771893
"Pinneberg, Hunnenbarg",53.631789,9.796363
"Ellerhoop, Dorfstraße",53.730289,9.772254
"Pinneberg, Mittelkamp",53.650598,9.776769
"Grünendeich, Huttfleth",53.577327,9.603526
"Grünendeich, Mojenhörn",53.579,9.608487
"Grünendeich, Minneweg",53.568802,9.622559
"Grünendeich, Kurze Straße",53.568264,9.611729
"Höhen, Schleuse",53.566304,9.627745
"Mittelnkirchen, Hogendiekbrücke",53.565044,9.612407
"Steinkirchen, Alter Marktplatz",53.559416,9.607934
"Steinkirchen, Am Hafen",53.562283,9.609409
"Steinkirchen, Schulzentrum",53.569631,9.604563
"Grünendeich, Elbdeich 31",53.575035,9.621232
"Steinkirchen, Zum Felde Weg",53.571655,9.6058
"Steinkirchen, Striep",53.568595,9.610435
"Grünendeich, Fähre",53.571933,9.631135
"Grünendeich, Kirchenstieg",53.575711,9.613859
"Steinkirchen, Birkenweg",53.561137,9.603371
"Mittelnkirchen, Hohenfelde 73",53.550229,9.61052
"Mittelnkirchen, Dollerner Straße",53.543799,9.613352
"Mittelnkirchen, Muddweg",53.539654,9.624197
"Neuenkirchen, Altenschleuse",53.532959,9.614009
"Neuenkirchen, Schleusenbrücke",53.537177,9.613271
"Neuenkirchen, Muddweg",53.539679,9.62281
"Jork, Gehrden",53.542076,9.658476
"Hinterdeich, Hinterdeich 11",53.533439,9.652203
"Ladekop, Westerladekop 70",53.521703,9.657496
"Ladekop, Westerladekop 135",53.524735,9.645224
"Jork, Yachthafenstraße",53.538212,9.656847
"Jork, Westerjork 70",53.535854,9.667293
"Ladekop, Schule",53.518834,9.669196
"Hinterdeich, Hinterdeich 1",53.535654,9.653037
"Hinterdeich, Hinterdeich 109",53.528578,9.645765
"Jork, Lühe 59",53.566059,9.638337
"Jork, Lühe 25",53.568788,9.640506
"Jork, Lühe 10",53.56772,9.645244
"Neuenschleuse, Neuenschleuse 2a",53.547189,9.671198
"Neuenschleuse, Neuenschleuse 33",53.555213,9.660008
"Neuenschleuse, Neuenschleuse 12",53.550678,9.665034
"Wisch, Burweg",53.560145,9.655285
"Wisch, Leuchtturm",53.563748,9.6519
"Borstel (STD), Bürgermeister-Wilkens-Straße",53.543066,9.680606
"Borstel (STD), Königsmarckweg",53.541002,9.68807
"Borstel (STD), Struckweg",53.538446,9.690245
"Borstel (STD), Hinter der Mühle 11",53.539258,9.695825
"Borstel (STD), Hinter der Mühle 33a",53.537626,9.704501
"Jork, Schulzentrum",53.534724,9.678104
"Jork, Westerminnerweg (Schule)",53.531362,9.678442
"Jork, Westfeld",53.526439,9.67669
"Ladekop, Kreuzung",53.517936,9.67072
"Jork, Am Fleet",53.530707,9.679789
"Hove, Groß Hove (Wendeplatz)",53.531154,9.753572
"Hove, Groß Hove 27",53.527024,9.740154
"Jork, Weidenstraße",53.526053,9.701398
"Königreich, Kreuzung (Elbe-Obst)",53.519469,9.725231
"Hove, Groß Hove 156",53.527689,9.768515
"Hove, Groß Hove 62",53.525284,9.736625
"Hove, Groß Hove 69",53.530679,9.759008
"Hove, Groß Hove 102",53.530711,9.745376
"Hove, Groß Hove 174",53.525273,9.774005
"Hinterbrack, Wellenstraße",53.545527,9.742574
"Hinterbrack, Hinterbrack 7",53.546065,9.761365
"Jork, Kohlenhusen (Wendeplatz)",53.53831,9.720863
"Hedendorf, Mühlenkampstraße",53.483295,9.624936
"Hedendorf, Harsefelder Straße",53.482265,9.622555
"Hedendorf, Feldstraße",53.478464,9.615692
"Hedendorf, Friedhof",53.482687,9.629551
"Hedendorf, Fuhrenkamp",53.475739,9.609191
"Hedendorf, Moorstraße",53.484441,9.62917
"Neukloster, Jorker Straße",53.481117,9.637406
"Neukloster, Pfingstmarkt",53.479828,9.636513
