EMP_ID,Location,Possible_nearest_station,Distance_to_cover(kms),distance_to_station(kms),station_to_workplace(kms),total_time,commute_group,Deutschlandticket_Metric
JNJMED_565,Klein Borstel,Klein Borstel,9.08,0.67,8.65,45.2,Good,Very High
JNJMED_566,Klein Borstel,Kornweg (Klein Borstel),8.43,0.73,8.11,45.5,Good,Very High
JNJMED_567,Klein Borstel,Langenhorn Markt,6.25,2.23,5.26,38.5,Excellent,Very High
JNJMED_568,Klein Borstel,Gründgensstraße (Steilshoop),10.07,0.63,10.46,47.5,Good,Very High
JNJMED_569,Klein Borstel,Langenhorn Markt,5.33,1.25,5.26,36.5,Excellent,Very High
JNJMED_570,Klein Borstel,Kornweg (Klein Borstel),8.25,0.2,8.11,34.9,Excellent,Very High
JNJMED_571,Kiwittsmoor,Poppenbüttel,5.6,2.59,8.14,44.2,Excellent,Very High
JNJMED_572,Kiwittsmoor,Kiwittsmoor,3.31,0.42,2.9,30.4,Bike friendly,Low
JNJMED_573,Kiwittsmoor,Kiwittsmoor,3.18,0.39,2.9,29.8,Bike friendly,Low
JNJMED_574,Kiwittsmoor,Langenhorn Markt,4.21,2.97,5.26,39.9,Excellent,Very High
JNJMED_575,Kiwittsmoor,Norderstedt Mitte,1.93,0.15,1.93,23.3,Bike friendly,Low
JNJMED_576,Kiwittsmoor,A Schnelsen,4.39,3.87,8.07,46.5,Good,Very High
JNJMED_577,Kiwittsmoor,Ochsenzoll,3.17,2.38,2.0,33.2,Bike friendly,Low
JNJMED_578,Kiwittsmoor,Norderstedt Harksheide,4.74,2.67,3.28,35.9,Excellent,Very High
JNJMED_579,Hoheluft,Hasselbrook,14.65,0.39,14.5,49.7,Good,Very High
JNJMED_580,Hoheluft,Lokstedt,10.37,0.63,10.03,46.8,Good,Very High
JNJMED_581,Hoheluft,U S Elbbrücken,18.57,1.47,17.64,58.1,Good,Very High
JNJMED_582,Hoheluft,Altona,16.0,0.57,15.73,55.4,Good,Very High
JNJMED_583,Hoheluft,Habichtstraße,11.2,0.6,11.8,49.2,Good,Very High
JNJMED_584,Hoheluft,U Lattenkamp,9.46,0.7,10.17,48.4,Good,Very High
JNJMED_585,Hoheluft,U Kellinghusenstraße,11.27,0.7,11.38,50.5,Good,Very High
JNJMED_586,Hoheluft,U Kellinghusenstraße,10.82,0.71,11.38,50.7,Good,Very High
JNJMED_587,Harvestehude,U Klosterstern,11.84,0.27,12.08,43.1,Excellent,Very High
JNJMED_588,Harvestehude,U S Sternschanze,13.74,0.93,14.12,59.8,Good,Very High
JNJMED_589,Harvestehude,U Baumwall,15.84,0.57,16.32,56.4,Good,Very High
JNJMED_590,Harvestehude,U S Sternschanze,14.37,0.79,14.12,57.0,Good,Very High
JNJMED_591,Harvestehude,U Saarlandstraße,12.1,0.32,11.92,43.8,Excellent,Very High
JNJMED_592,Harvestehude,U Hagenbecks Tierpark,10.37,0.83,11.09,52.6,Good,Very High
JNJMED_593,Harvestehude,U Lohmühlenstraße,14.45,0.68,15.12,56.5,Good,Very High
JNJMED_594,Harvestehude,Dammtor,14.25,0.65,14.47,54.8,Good,Very High
JNJMED_595,Sternschanze,Eimsbüttel / Osterstraße,13.19,0.96,12.86,58.2,Good,Very High
JNJMED_596,Sternschanze,Bahrenfeld,14.32,1.49,14.51,52.9,Good,Very High
JNJMED_597,Sternschanze,U S Landungsbrücken,15.43,0.73,16.07,59.1,Good,Very High
JNJMED_598,Sternschanze,U Baumwall,17.64,1.32,16.32,55.6,Good,Very High
JNJMED_599,Sternschanze,Dammtor,14.13,0.58,14.47,53.4,Good,Very High
JNJMED_600,Sternschanze,U Uhlandstraße,13.7,1.21,14.2,51.7,Good,Very High
JNJMED_601,Sternschanze,U Christuskirche,13.93,0.83,13.54,56.8,Good,Very High
JNJMED_602,Sternschanze,Dammtor,13.82,0.81,14.47,58.0,Good,Very High
JNJMED_603,St. Pauli,U S Landungsbrücken,15.96,0.13,16.07,47.1,Good,Very High
JNJMED_604,St. Pauli,U S Landungsbrücken,17.74,2.05,16.07,56.6,Good,Very High
JNJMED_605,St. Pauli,S Veddel,19.38,0.67,19.01,63.0,Time consuming,High
JNJMED_606,St. Pauli,U S Landungsbrücken,18.94,3.1,16.07,58.7,Good,Very High
JNJMED_607,St. Pauli,U Überseequartier,17.69,0.95,16.74,64.7,Time consuming,High
JNJMED_608,St. Pauli,U Überseequartier,16.81,0.69,16.74,59.5,Good,Very High
JNJMED_609,St. Pauli,U Baumwall,17.56,1.25,16.32,55.5,Good,Very High
JNJMED_610,St. Pauli,U S Elbbrücken,18.27,0.81,17.64,63.4,Time consuming,High
JNJMED_611,Hamm,U Rauhes Haus,18.52,2.47,16.21,57.7,Good,Very High
JNJMED_612,Hamm,Wandsbek Markt,14.77,0.26,14.56,47.2,Good,Very High
JNJMED_613,Hamm,U Hammer Kirche,16.13,0.48,15.82,53.7,Good,Very High
JNJMED_614,Hamm,U Hammer Kirche,15.63,0.31,15.82,50.3,Good,Very High
JNJMED_615,Hamm,Barsbüttel Rathaus,15.88,3.27,18.42,63.1,Time consuming,High
JNJMED_616,Hamm,U Meßberg,16.42,0.84,16.02,61.3,Time consuming,High
JNJMED_617,Hamm,U Steinfurther Allee,18.23,1.51,19.7,61.8,Time consuming,High
JNJMED_618,Hamm,Billstedt,18.69,0.34,18.57,55.6,Good,Very High
JNJMED_619,Horn,Barmbek,12.32,0.31,12.18,44.1,Excellent,Very High
JNJMED_620,Horn,U Legienstraße,16.5,2.42,17.87,60.400000000000006,Time consuming,High
JNJMED_621,Horn,U Rauhes Haus,16.87,0.93,16.21,63.400000000000006,Time consuming,High
JNJMED_622,Horn,U S Elbbrücken,16.88,1.1,17.64,57.4,Good,Very High
JNJMED_623,Horn,U S Elbbrücken,16.95,0.78,17.64,62.8,Time consuming,High
JNJMED_624,Horn,Berliner Tor,15.67,0.56,15.8,55.3,Good,Very High
JNJMED_625,Horn,U Lohmühlenstraße,14.9,0.22,15.12,47.3,Good,Very High
JNJMED_626,Horn,U Legienstraße,16.19,1.7,17.87,59.0,Good,Very High
JNJMED_627,Billstedt,U Mümmelmannsberg,22.91,3.48,21.39,68.7,Time consuming,High
JNJMED_628,Billstedt,Wandsbek Markt,15.07,0.52,14.56,52.4,Good,Very High
JNJMED_629,Billstedt,Barsbüttel Rathaus,15.81,3.35,18.42,63.3,Time consuming,High
JNJMED_630,Billstedt,Billstedt,19.94,1.57,18.57,59.9,Good,Very High
JNJMED_631,Billstedt,U Legienstraße,17.54,1.09,17.87,57.8,Good,Very High
JNJMED_632,Billstedt,U Rauhes Haus,16.71,0.96,16.21,64.0,Time consuming,High
JNJMED_633,Billstedt,U Rauhes Haus,17.13,0.99,16.21,64.6,Time consuming,High
JNJMED_634,Billstedt,U Legienstraße,18.06,1.37,17.87,58.3,Good,Very High
JNJMED_635,Mümmelmannsberg,Bergedorf,24.1,2.83,26.91,76.8,Time consuming,High
JNJMED_636,Mümmelmannsberg,U Steinfurther Allee,20.08,2.08,19.7,63.0,Time consuming,High
JNJMED_637,Mümmelmannsberg,U Mümmelmannsberg,23.2,2.51,21.39,66.7,Time consuming,High
JNJMED_638,Mümmelmannsberg,U Steinfurther Allee,19.3,1.49,19.7,61.8,Time consuming,High
JNJMED_639,Mümmelmannsberg,Barsbüttel Rathaus,17.72,0.7,18.42,62.6,Time consuming,High
JNJMED_640,Mümmelmannsberg,U Mümmelmannsberg,20.7,0.75,21.39,68.7,Time consuming,High
JNJMED_641,Mümmelmannsberg,U Mümmelmannsberg,20.97,0.43,21.39,62.3,Time consuming,High
JNJMED_642,Mümmelmannsberg,Glinde Markt,21.18,2.19,22.64,68.19999999999999,Time consuming,High
JNJMED_643,Eidelstedt,Bahrenfeld,14.65,0.36,14.51,49.1,Good,Very High
JNJMED_644,Eidelstedt,U S Landungsbrücken,16.22,0.5,16.07,54.5,Good,Very High
JNJMED_645,Eidelstedt,Bahrenfeld,15.91,1.68,14.51,53.3,Good,Very High
JNJMED_646,Eidelstedt,U Saarlandstraße,11.56,0.68,11.92,51.0,Good,Very High
JNJMED_647,Eidelstedt,U Hoheluftbrücke,12.11,0.47,12.51,47.8,Good,Very High
JNJMED_648,Eidelstedt,Lutterothstraße,12.14,0.27,12.29,43.5,Excellent,Very High
JNJMED_649,Eidelstedt,U Hagenbecks Tierpark,10.41,0.84,11.09,52.8,Good,Very High
JNJMED_650,Eidelstedt,Lutterothstraße,11.6,0.88,12.29,55.7,Good,Very High
JNJMED_651,Hagenbeck,U Hoheluftbrücke,12.31,0.28,12.51,44.0,Excellent,Very High
JNJMED_652,Hagenbeck,Stellingen,11.88,0.1,11.94,39.5,Excellent,Very High
JNJMED_653,Hagenbeck,Stellingen,10.51,1.62,11.94,48.7,Good,Very High
JNJMED_654,Hagenbeck,U Hagenbecks Tierpark,11.04,0.07,11.09,37.4,Excellent,Very High
JNJMED_655,Hagenbeck,Niendorf Markt,8.54,0.54,8.28,42.0,Excellent,Very High
JNJMED_656,Hagenbeck,Lokstedt,10.91,1.12,10.03,44.4,Excellent,Very High
JNJMED_657,Hagenbeck,Niendorf Markt,7.84,0.67,8.28,44.6,Excellent,Very High
JNJMED_658,Hagenbeck,Stellingen,11.92,1.09,11.94,47.7,Good,Very High
JNJMED_659,Osdorf,Blankenese,18.31,2.04,18.25,60.4,Time consuming,High
JNJMED_660,Osdorf,Tönninger Weg (Osdorf),17.32,1.2,16.22,55.2,Good,Very High
JNJMED_661,Osdorf,Tönninger Weg (Osdorf),15.32,1.3,16.22,55.4,Good,Very High
JNJMED_662,Osdorf,Tönninger Weg (Osdorf),15.61,1.18,16.22,55.2,Good,Very High
JNJMED_663,Osdorf,Blankenese,18.29,2.13,18.25,60.6,Time consuming,High
JNJMED_664,Rissen,S Rissen,20.48,2.04,18.98,61.6,Time consuming,High
JNJMED_665,Rissen,Blankenese,19.88,2.5,18.25,61.3,Time consuming,High
JNJMED_666,Rissen,Schenefeld,14.89,3.85,13.29,55.5,Good,Very High
JNJMED_667,Rissen,Blankenese,17.05,2.28,18.25,60.9,Time consuming,High
JNJMED_668,Rissen,S Rissen,19.2,0.71,18.98,63.7,Time consuming,High
JNJMED_669,Sasel,Sasel Markt,10.25,1.47,9.56,44.3,Excellent,Very High
JNJMED_670,Sasel,Sasel Markt,10.81,1.33,9.56,44.1,Excellent,Very High
JNJMED_671,Sasel,Sasel Markt,9.99,0.63,9.56,46.0,Good,Very High
JNJMED_672,Sasel,Buckhorn,12.01,0.33,11.91,44.0,Excellent,Very High
JNJMED_673,Sasel,Poppenbüttel,6.6,2.1,8.14,43.2,Excellent,Very High
JNJMED_674,Wellingsbüttel,Farmsen,14.07,1.96,13.06,51.3,Good,Very High
JNJMED_675,Wellingsbüttel,Bramfelder Dorfplatz,10.58,0.21,10.53,39.3,Excellent,Very High
JNJMED_676,Wellingsbüttel,Ohlsdorf,8.69,0.44,8.49,40.4,Excellent,Very High
JNJMED_677,Wellingsbüttel,Sasel Markt,9.22,0.55,9.56,44.4,Excellent,Very High
JNJMED_678,Wellingsbüttel,Airport (Flughafen),6.98,0.42,6.69,36.9,Excellent,Very High
JNJMED_679,Duvenstedt,U Ohlstedt,9.08,1.36,10.43,45.6,Good,Very High
JNJMED_680,Duvenstedt,Fiersbarg (Lemsahl-Mellingstedt),8.77,1.72,7.68,41.6,Excellent,Very High
JNJMED_681,Duvenstedt,Lohe (Duvenstedt),9.6,1.21,8.45,41.9,Excellent,Very High
JNJMED_682,Duvenstedt,Lohe (Duvenstedt),6.69,1.88,8.45,43.3,Excellent,Very High
JNJMED_683,Duvenstedt,Lohe (Duvenstedt),9.14,2.55,8.45,44.6,Excellent,Very High
JNJMED_684,Ohlstedt,Fiersbarg (Lemsahl-Mellingstedt),8.1,0.62,7.68,42.6,Excellent,Very High
JNJMED_685,Ohlstedt,Fiersbarg (Lemsahl-Mellingstedt),8.2,0.68,7.68,43.8,Excellent,Very High
JNJMED_686,Ohlstedt,Ammersbek,13.33,0.88,12.52,56.1,Good,Very High
JNJMED_687,Ohlstedt,Poppenbüttel,7.21,1.48,8.14,42.0,Excellent,Very High
JNJMED_688,Ohlstedt,Lohe (Duvenstedt),10.23,2.22,8.45,43.9,Excellent,Very High
JNJMED_689,Lemsahl-Mellingstedt,Fiersbarg (Lemsahl-Mellingstedt),9.26,1.96,7.68,42.1,Excellent,Very High
JNJMED_690,Lemsahl-Mellingstedt,U Ohlstedt,10.78,1.75,10.43,46.4,Good,Very High
JNJMED_691,Lemsahl-Mellingstedt,Lohe (Duvenstedt),6.35,2.12,8.45,43.7,Excellent,Very High
JNJMED_692,Lemsahl-Mellingstedt,Lohe (Duvenstedt),7.69,3.8,8.45,47.1,Good,Very High
JNJMED_693,Lemsahl-Mellingstedt,Lohe (Duvenstedt),7.89,0.56,8.45,42.7,Excellent,Very High
JNJMED_694,Schnelsen,Ochsenzoll,3.64,3.08,2.0,34.599999999999994,Bike friendly,Low
JNJMED_695,Schnelsen,A Schnelsen,8.4,0.57,8.07,42.2,Excellent,Very High
JNJMED_696,Schnelsen,A Schnelsen,7.6,1.08,8.07,41.0,Excellent,Very High
JNJMED_697,Schnelsen,Garstedt,4.21,4.58,0.94,35.8,Excellent,Very High
JNJMED_698,Schnelsen,A Schnelsen,8.1,1.54,8.07,41.9,Excellent,Very High
JNJMED_699,Bramfeld,Barmbek,12.2,0.4,12.18,45.9,Good,Very High
JNJMED_700,Bramfeld,Hoheneichen,7.67,0.75,8.42,46.4,Good,Very High
JNJMED_701,Bramfeld,Wandsbek-Gartenstadt,13.06,1.33,12.61,49.3,Good,Very High
JNJMED_702,Bramfeld,S Wellingsbüttel,9.75,1.11,8.82,42.3,Excellent,Very High
JNJMED_703,Bramfeld,Kornweg (Klein Borstel),7.89,0.39,8.11,38.7,Excellent,Very High
JNJMED_704,Steilshoop,Wandsbek-Gartenstadt,14.71,2.35,12.61,51.3,Good,Very High
JNJMED_705,Steilshoop,Gründgensstraße (Steilshoop),10.83,0.94,10.46,53.7,Good,Very High
JNJMED_706,Steilshoop,S Wellingsbüttel,8.8,0.6,8.82,44.1,Excellent,Very High
JNJMED_707,Steilshoop,Berne,12.48,1.11,12.73,49.0,Good,Very High
JNJMED_708,Steilshoop,Wandsbek-Gartenstadt,12.64,1.03,12.61,48.7,Good,Very High
JNJMED_709,Wilhelmsburg,S Wilhelmsburg,21.59,0.27,21.6,59.4,Good,Very High
JNJMED_710,Wilhelmsburg,S Veddel,18.37,0.66,19.01,62.8,Time consuming,High
JNJMED_711,Wilhelmsburg,S Wilhelmsburg,20.7,1.7,21.6,65.4,Time consuming,High
JNJMED_712,Wilhelmsburg,S Wilhelmsburg,22.49,2.65,21.6,67.3,Time consuming,High
JNJMED_713,Wilhelmsburg,Harburg,24.18,4.27,26.14,78.3,Time consuming,High
JNJMED_714,Veddel,U Klosterstern,13.21,1.15,12.08,48.0,Good,Very High
JNJMED_715,Veddel,S Veddel,18.41,0.64,19.01,62.400000000000006,Time consuming,High
JNJMED_716,Veddel,U S Elbbrücken,17.67,1.57,17.64,58.3,Good,Very High
JNJMED_717,Veddel,U Meßberg,15.95,0.33,16.02,51.1,Good,Very High
JNJMED_718,Veddel,U S Elbbrücken,18.47,0.89,17.64,65.0,Time consuming,High
JNJMED_719,Neugraben,S Neugraben,25.38,3.56,25.57,75.9,Time consuming,High
JNJMED_720,Neugraben,S Neugraben,24.18,1.96,25.57,72.69999999999999,Time consuming,High
JNJMED_721,Neugraben,S Neugraben,23.59,2.92,25.57,74.6,Time consuming,High
JNJMED_722,Neugraben,S Neu Wulmstorf,26.22,2.04,27.37,76.0,Time consuming,High
JNJMED_723,Neugraben,S Neugraben,25.27,1.24,25.57,71.3,Time consuming,High
JNJMED_724,Neu Wulmstorf,S Neu Wulmstorf,28.43,2.55,27.37,77.0,Time consuming,High
JNJMED_725,Neu Wulmstorf,S Neu Wulmstorf,25.37,2.05,27.37,76.0,Time consuming,High
JNJMED_726,Neu Wulmstorf,S Neugraben,25.88,0.48,25.57,70.4,Time consuming,High
JNJMED_727,Neu Wulmstorf,S Neugraben,25.47,1.38,25.57,71.6,Time consuming,High
JNJMED_728,Neu Wulmstorf,Buxtehude ZOB,28.48,3.03,30.53,83.39999999999999,Too far to commute regularly,Low
JNJMED_729,Seevetal,Maschen,32.95,0.89,32.42,90.4,Too far to commute regularly,Low
JNJMED_730,Seevetal,Maschen,31.87,0.55,32.42,83.6,Too far to commute regularly,Low
JNJMED_731,Seevetal,Maschen,34.6,4.63,32.42,89.9,Too far to commute regularly,Low
JNJMED_732,Seevetal,Maschen,34.81,4.15,32.42,88.9,Too far to commute regularly,Low
JNJMED_733,Seevetal,Maschen,35.95,3.62,32.42,87.8,Too far to commute regularly,Low
JNJMED_734,Buxtehude,Buxtehude ZOB,26.9,4.05,30.53,85.4,Too far to commute regularly,Low
JNJMED_735,Buxtehude,Buxtehude ZOB,31.92,2.65,30.53,82.6,Too far to commute regularly,Low
JNJMED_736,Buxtehude,Buxtehude ZOB,29.02,3.08,30.53,83.5,Too far to commute regularly,Low
JNJMED_737,Buxtehude,Buxtehude ZOB,30.49,0.19,30.53,73.1,Time consuming,High
JNJMED_738,Buxtehude,Buxtehude ZOB,30.93,2.1,30.53,81.5,Too far to commute regularly,Low
JNJMED_739,Reinbek,Reinbek Mühlenredder,26.98,0.92,26.19,80.3,Too far to commute regularly,Low
JNJMED_740,Reinbek,Reinbek Mühlenredder,27.16,2.11,26.19,74.1,Time consuming,High
JNJMED_741,Reinbek,Reinbek Mühlenredder,24.53,1.77,26.19,73.4,Time consuming,High
JNJMED_742,Reinbek,Glinde Markt,22.92,2.03,22.64,67.9,Time consuming,High
JNJMED_743,Reinbek,Reinbek Mühlenredder,27.15,1.98,26.19,73.9,Time consuming,High
JNJMED_744,Glinde,U Mümmelmannsberg,23.08,1.71,21.39,65.1,Time consuming,High
JNJMED_745,Glinde,Reinbek Mühlenredder,26.83,0.72,26.19,76.3,Time consuming,High
JNJMED_746,Glinde,Reinbek Mühlenredder,27.13,3.12,26.19,76.1,Time consuming,High
JNJMED_747,Glinde,Glinde Markt,23.81,1.27,22.64,66.3,Time consuming,High
JNJMED_748,Glinde,Glinde Markt,23.39,5.32,22.64,74.4,Time consuming,High
JNJMED_749,Barsbüttel,Rahlstedt,17.13,3.0,14.99,56.7,Good,Very High
JNJMED_750,Barsbüttel,Barsbüttel Rathaus,17.53,2.2,18.42,61.0,Time consuming,High
JNJMED_751,Barsbüttel,Barsbüttel Rathaus,16.29,2.13,18.42,60.900000000000006,Time consuming,High
JNJMED_752,Barsbüttel,U Steinfurther Allee,19.71,1.88,19.7,62.6,Time consuming,High
JNJMED_753,Barsbüttel,Barsbüttel Rathaus,18.02,1.44,18.42,59.5,Good,Very High
JNJMED_754,Nienwohld,Ahrensburg,14.76,2.5,17.25,59.6,Good,Very High
JNJMED_755,Nienwohld,Ahrensburg,15.99,1.94,17.25,58.5,Good,Very High
JNJMED_756,Nienwohld,Volksdorf,13.66,1.51,12.86,50.0,Good,Very High
JNJMED_757,Nienwohld,Sasel Markt,10.27,0.82,9.56,49.8,Good,Very High
JNJMED_758,Nienwohld,Nienwohld Gussau,12.99,0.34,13.32,46.6,Good,Very High
JNJMED_759,Bad Oldesloe,Bf. Bad Oldesloe (ZOB),31.94,4.15,29.31,83.5,Too far to commute regularly,Low
JNJMED_760,Bad Oldesloe,Bf. Bad Oldesloe (ZOB),31.64,3.56,29.31,82.3,Too far to commute regularly,Low
JNJMED_761,Bad Oldesloe,Bf. Bad Oldesloe (ZOB),31.52,3.49,29.31,82.2,Too far to commute regularly,Low
JNJMED_762,Bad Oldesloe,Bf. Bad Oldesloe (ZOB),27.29,2.38,29.31,80.0,Time consuming,High
JNJMED_763,Bad Oldesloe,Bf. Bad Oldesloe (ZOB),30.79,1.69,29.31,78.6,Time consuming,High
JNJMED_764,Bad Bramstedt,Kaltenkirchen,29.89,13.61,16.29,80.1,Too far to commute regularly,Low
JNJMED_765,Bad Bramstedt,Kaltenkirchen,25.87,10.81,16.29,74.5,Time consuming,High
JNJMED_766,Bad Bramstedt,Kaltenkirchen,27.63,12.71,16.29,78.3,Time consuming,High
JNJMED_767,Bad Bramstedt,Kaltenkirchen,27.06,11.25,16.29,75.4,Time consuming,High
JNJMED_768,Bad Bramstedt,Kaltenkirchen,26.24,11.48,16.29,75.9,Time consuming,High
JNJMED_769,Itzehoe,Elmshorn,41.51,22.19,22.74,108.4,Too far to commute regularly,Low
JNJMED_770,Itzehoe,Elmshorn,43.04,21.76,22.74,107.5,Too far to commute regularly,Low
JNJMED_771,Itzehoe,Elmshorn,37.31,19.36,22.74,102.7,Too far to commute regularly,Low
JNJMED_772,Itzehoe,Elmshorn,43.09,24.43,22.74,112.9,Too far to commute regularly,Low
JNJMED_773,Itzehoe,Elmshorn,38.41,19.09,22.74,102.2,Too far to commute regularly,Low
JNJMED_774,Geesthacht,Geesthacht ZOB,40.35,2.41,38.41,95.6,Too far to commute regularly,Low
JNJMED_775,Geesthacht,Geesthacht ZOB,38.75,2.56,38.41,95.9,Too far to commute regularly,Low
JNJMED_776,Geesthacht,Geesthacht ZOB,38.18,0.89,38.41,100.6,Too far to commute regularly,Low
JNJMED_777,Geesthacht,Geesthacht ZOB,38.72,2.95,38.41,96.7,Too far to commute regularly,Low
JNJMED_778,Geesthacht,Geesthacht ZOB,39.15,0.76,38.41,98.0,Too far to commute regularly,Low
JNJMED_779,Bargteheide,Bf. Bargteheide,18.2,2.76,19.47,63.9,Time consuming,High
JNJMED_780,Bargteheide,Bf. Bargteheide,19.65,3.4,19.47,65.2,Time consuming,High
JNJMED_781,Bargteheide,Bf. Bargteheide,17.72,1.79,19.47,62.0,Time consuming,High
JNJMED_782,Bargteheide,Ahrensburg,20.51,3.35,17.25,61.3,Time consuming,High
JNJMED_783,Bargteheide,Bf. Bargteheide,19.05,1.82,19.47,62.0,Time consuming,High
